country,year,coffee_val,land_cov,disaster,temp_chan,corrupt_control,govern_eff,pol_stab,reg_qual,rule_law,voice,energy,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,cn,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rnna,rkna,rtfpna,rwtfpna,labsh,irr,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,i_irr,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k
China,2007,20,101.365581639662,18,1.538,-0.599234640598297,0.154929846525192,-0.500553727149963,-0.233363419771194,-0.597397744655609,-1.72125017642975,1469.1,10853901,10522240,1345.993888,771.038391113281,2152.6502141501,2.41354775428772,6067222.5,10279015,11182232,10874190,31353628,0.463998377323151,0.423655867576599,0.378135323524475,10976751,4678310.5,7940958.5,26898422,0.32557213306427,0.982746720314026,0.733273208141327,0.553081870079041,0.112936228513718,0.0546208992600441,7.6075325,0.295146256685257,0.317497193813324,0.326491177082062,Interpolated,Benchmark,Market-based,Regular,Regular,,61.1111111111111,0.36430886387825,0.387320131063461,0.193638205528259,0.196703463792801,-0.136020705103874,-0.00594990933313966,0.331124186515808,0.349694430828095,0.227457746863365,0.587411999702454,0.641313195228577,0.266337901353836,0.597537338733673
Colombia,2007,9038,118.185783925568,4,0.641,-0.279160350561142,-0.0469913892447948,-1.80652725696564,0.284262537956238,-0.432980388402939,-0.165321603417397,1469.1,431211,438975.5,43.737516,17.972843170166,2061.67154943672,2.31676602363586,351283.65625,450495.46875,432202.03125,435136.3125,1497224.25,0.0210229083895683,0.56002950668335,0.547463536262512,462527.9375,390649.4375,455958.125,1272348.5,0.623686194419861,1.00583255290985,0.954068839550018,0.472630143165588,0.131669119000435,0.0341968089342117,2078.29183666667,0.474118977785111,0.477049648761749,0.473832756280899,Interpolated,Benchmark,Market-based,Regular,Regular,,85.5555555555556,0.691645622253418,0.228001683950424,0.115649983286858,0.128095760941505,-0.135159939527512,-0.0282331518828869,0.459334641695023,0.487426459789276,0.562536835670471,0.538066148757935,0.559349954128265,0.362602233886719,0.903770327568054
Congo,2007,0,102.844589058441,1,0.831,-1.16095578670502,-1.32860088348389,-0.771577417850494,-1.1720095872879,-1.22322463989258,-1.23399722576141,1469.1,12653.2890625,14069.73046875,3.876119,1.29604649543762,,2.01685833930969,9038.1494140625,14404.1025390625,12905.0693359375,13525.009765625,39225.12109375,,,,16291.728515625,15596.70703125,24564.35546875,61554.2890625,,,,,,0.0436532832682133,479.2667825875,0.49068209528923,0.679663300514221,0.648509919643402,Interpolated,Benchmark,Market-based,Regular,,,52.2222222222222,0.433904588222504,0.39674299955368,0.234349936246872,0.897802293300629,-0.962799787521362,-2.07384343962411E-16,0.504591524600983,0.997974157333374,0.464928418397903,0.494690805673599,0.539535224437714,0.88024914264679,
Congo (DRC),2007,0,98.0746697722817,1,0.768,-1.3810715675354,-1.73930263519287,-2.1784999370575,-1.25524890422821,-1.6147369146347,-1.21148073673248,1469.1,39709.71875,40470.3359375,58.453683,18.9551105499268,,1.60527849197388,36001.828125,40596.6640625,39800.1015625,40223.1640625,241192.703125,,,,45374.44140625,45872.37109375,45071.9609375,158472.890625,,,,,,0.0176414698362351,516.749891666667,0.410456031560898,0.420529305934906,0.416106283664703,Interpolated,Benchmark,Market-based,Regular,,,37.7777777777778,0.755330622196198,0.11423359811306,0.139721482992172,0.0844761207699776,-0.116627879440785,0.0228659994900227,0.438770323991776,0.499456405639648,0.257389813661575,0.605077385902405,0.591258883476257,0.327739179134369,
Costa Rica,2007,707,97.1577485344695,2,0.75,0.457115024328232,0.208668038249016,0.582772672176361,0.450156897306442,0.354344755411148,0.935347318649292,1469.1,55945.8046875,55013.37109375,4.404628,1.84317672252655,2392.57475254432,2.53643584251404,46893.3359375,58756.609375,55788.5625,54126.69140625,138019.640625,0.00189770816359669,0.626162171363831,0.641817390918732,63539.2421875,52320.47265625,63352.9765625,121402.1953125,0.608092904090881,0.941518187522888,0.901500463485718,0.575477957725525,0.175543650984764,0.0544377230107784,516.617390232975,0.466829866170883,0.479379147291184,0.494097739458084,Interpolated,Benchmark,Market-based,Regular,Regular,,77.7777777777778,0.715657532215118,0.219176039099693,0.150704950094223,0.265820264816284,-0.441376060247421,0.0900172293186188,0.476647317409515,0.528984248638153,0.420209407806397,0.620491862297058,0.534019589424133,0.342624843120575,1.04539477825165
Côte d'Ivoire,2007,91,88.3427561360356,1,,-1.09506964683533,-1.21518158912659,-1.83957278728485,-0.881731986999512,-1.47171807289124,-1.20208990573883,1469.1,44485.421875,43601.984375,19.171237,5.69203233718872,,1.49859869480133,40074.05859375,42598.98046875,44848.00390625,43142.1171875,48390.30859375,0.000706978142261505,0.782605767250061,0.72965943813324,47408.78125,39590.06640625,40635.85546875,103239.6796875,0.489495575428009,0.757760584354401,0.642376303672791,0.406882584095001,0.232928588986397,0.038735069334507,479.2667825875,0.431837022304535,0.453573614358902,0.471508383750916,Interpolated,Benchmark,Market-based,Regular,Regular,,71.1111111111111,0.817904055118561,0.0585256479680538,0.110980786383152,0.307362526655197,-0.276854366064072,-0.0179186314344406,0.413631290197372,0.798564314842224,0.566009104251862,0.608412384986877,0.559533655643463,0.815982222557068,2.98202109336853
Dominican Republic,2007,0,96.2634189707489,5,1.26,-0.775851249694824,-0.673774719238281,-0.0785724595189095,-0.223225876688957,-0.625862598419189,0.197003677487373,1469.1,104435.8828125,106525.8046875,9.338861,3.52800798416138,2132.85932060208,2.31298732757568,88835.296875,114214.25,105341.171875,107145.6796875,321650.90625,0.00412337202578783,0.693906724452972,0.698435306549072,108621.78125,87660.0546875,115128.5703125,408719.96875,0.611011624336243,1.01087057590485,1.06091070175171,0.449709832668304,0.159162923693657,0.0377990268170834,33.3118619354217,0.394617795944214,0.415608584880829,0.408609062433243,Interpolated,Benchmark,Market-based,Regular,Regular,,66.6666666666667,0.694636523723602,0.236864015460014,0.134471103549004,0.106927894055843,-0.175478801131249,0.00257929251529276,0.417027145624161,0.489083796739578,0.278857916593552,0.592983841896057,0.563477396965027,0.370748430490494,1.02095603942871
Ecuador,2007,21,122.208694959488,,0.818,-0.745632350444794,-0.865519165992737,-0.815987229347229,-1.13693797588348,-1.03286147117615,-0.161115884780884,1469.1,122896.390625,126268.5859375,14.296557,6.21716356277466,1729.05388229675,2.63794684410095,93638.65625,123361.2578125,124956.1875,126026.65625,528951.0625,0.00910387933254242,0.428245276212692,0.395811468362808,137715.46875,99890.8359375,135762.5,658347.25,0.604380428791046,0.969315230846405,0.947878777980804,0.579259634017944,0.0569095574319363,0.0389271527528763,1,0.414097011089325,0.408205270767212,0.40473797917366,Interpolated,Benchmark,Market-based,Regular,Regular,,86.6666666666667,0.642574310302734,0.235843762755394,0.1004324182868,0.208653166890144,-0.195659160614014,0.00815553311258555,0.409985989332199,0.389643847942352,0.440399587154388,0.524811208248138,0.550131738185883,0.271286308765411,0.411916524171829
El Salvador,2007,284,92.1316343108224,2,0.43,-0.423062175512314,-0.263144820928574,-0.00727073149755597,0.0871289893984795,-0.722936034202576,0.0945089384913445,1469.1,27109.060546875,26976.91015625,6.10581,2.41919994354248,,1.97610890865326,30346.642578125,34098.96484375,26958.478515625,26853.298828125,52921.40234375,,,,44175.61328125,46629.984375,55753.40625,117604.46875,,,,,,0.0628116428852081,1,0.592460930347443,0.631035268306732,0.633506894111633,Interpolated,Benchmark,Market-based,Regular,,,74.4444444444444,0.939385652542114,0.139734193682671,0.190704271197319,0.288756877183914,-0.558580994606018,5.87829229736769E-11,0.616001069545746,0.943002223968506,0.47650533914566,0.560917973518372,0.590363502502441,0.552322804927826,
Ethiopia,2007,3594,101.812294860768,2,0.88,-0.632185876369476,-0.466652423143387,-1.80640935897827,-0.982684671878815,-0.659463107585907,-1.20370495319366,1469.1,65319.1328125,74171.875,80.674348,34.2288932800293,,1.25321269035339,62431.71484375,74247.03125,66377.859375,74284.8125,185151.453125,,,,81514.2890625,84076.8125,76825.9453125,114165.9375,,,,,,0.0381936058402062,8.96595,0.266616225242615,0.28611895442009,0.255664199590683,Interpolated,Benchmark,Market-based,Regular,,,67.7777777777778,0.724253296852112,0.159054219722748,0.116183824837208,0.0277395639568567,-0.147280931472778,0.120049998164177,0.269743233919144,0.38917076587677,0.24712347984314,0.619784414768219,0.530919373035431,0.257606029510498,
Guatemala,2007,2951,143.170695759528,3,0.597,-0.769333958625793,-0.666810572147369,-0.753424942493439,-0.305537134408951,-1.12104868888855,-0.1712756305933,1469.1,84628.328125,89424.9140625,13.700327,4.80610609054565,,1.67932713031769,83346.984375,101150.046875,84928.7734375,88941.6484375,266656.4375,0.00318060978315771,0.714951813220978,0.767744898796082,92962.0078125,85279.828125,106890.6796875,310644.5625,0.777551889419556,1.03335404396057,1.07211375236511,0.508726239204407,0.160723298788071,0.0399493984878063,7.67330416666667,0.384835809469223,0.395292639732361,0.377457797527313,Interpolated,Benchmark,Market-based,Regular,Regular,,80,0.848455369472504,0.200165659189224,0.0886420235037804,0.132366895675659,-0.276588380336762,0.00695848185569048,0.383907526731491,0.444247394800186,0.393721163272858,0.585966289043427,0.550576269626617,0.289230465888977,0.906091213226318
Guinea,2007,188,97.4608318680629,1,0.974,-1.29245042800903,-1.25065743923187,-2.40334820747375,-1.18739795684814,-1.45206928253174,-1.36868393421173,1469.1,16993.509765625,18718.33984375,9.518162,3.39080309867859,,,18309.72265625,20919.58984375,16868.03515625,18268.787109375,26335.361328125,0.000466189172584564,,,17701.55078125,17290.333984375,19003.361328125,19607.1015625,0.374090105295181,,,0.327845007181168,0.263129144906998,0.0533316992223263,4197.75200416667,0.345148533582687,0.372415453195572,0.343860656023026,Interpolated,Benchmark,Market-based,Regular,Regular,,61.1111111111111,0.918436408042908,0.142859354615212,0.0838043317198753,0.157755926251411,-0.302855998277664,-3.29162669343575E-11,0.351264357566834,0.5637087225914,0.278123557567596,0.513340353965759,0.540107488632202,0.374875992536545,1.58264899253845
Haiti,2007,5,97.2020178159541,7,1.151,-1.29074168205261,-1.32656335830688,-1.31972801685333,-0.837894082069397,-1.34994995594025,-0.612985610961914,1469.1,16848.6015625,18934.373046875,9.495328,3.48473620414734,,1.5805606842041,16805.787109375,21643.041015625,17582.853515625,19810.216796875,129412.3359375,,,,15296.2568359375,16374.7939453125,19917.814453125,97857.703125,,,,,,0.01292509958148,36.8614166666667,0.34392324090004,0.351152837276459,0.311670958995819,Extrapolated,Benchmark,Market-based,Regular,,,38.8888888888889,0.827912509441376,0.244179800152779,0.0204268656671047,0.0830482542514801,-0.208441868424416,0.0328744202852249,0.34525603055954,0.376270145177841,0.289904415607452,0.480537861585617,0.585890412330627,0.263046026229858,
Honduras,2007,2117,109.228399435598,3,0.769,-0.791543304920197,-0.554274380207062,-0.43703019618988,-0.282702386379242,-0.928942918777466,-0.192796736955643,1469.1,30240.388671875,33321.78515625,7.808518,2.64529991149902,,2.0090503692627,29790.08984375,39302.25,30692.2578125,33763.05078125,95163.6015625,0.00145879876799882,0.479500234127045,0.527040541172028,36890.078125,32985.171875,45398.22265625,144198.90625,0.744944095611572,1.09026670455933,1.17186212539673,0.589431345462799,0.0930487215518951,0.0625635460019112,18.8951,0.391655892133713,0.40274840593338,0.366117924451828,Interpolated,Benchmark,Market-based,Regular,Regular,,66.6666666666667,0.761463105678558,0.281732827425003,0.120864994823933,0.126895636320114,-0.345260351896286,0.0543037764728069,0.373996734619141,0.437487870454788,0.502910435199738,0.558175802230835,0.560207486152649,0.326449334621429,0.607908487319946
India,2007,14634,101.203458489181,20,0.607,-0.397690296173096,0.136385813355446,-1.15429580211639,-0.313716232776642,0.0968981608748436,0.453963935375214,1469.1,4129024.75,4285933,1183.209472,459.028900146484,2098.12133084599,1.89979958534241,2964959.5,4444801.5,4242954,4394168.5,13433789,0.193766191601753,0.406448900699616,0.388205170631409,4326674,3093544.25,4450893,14455985,0.452832728624344,0.845457077026367,0.85869312286377,0.480651289224625,0.128064960241318,0.0493142046034336,41.3485333333333,0.262211799621582,0.279221594333649,0.269612908363342,Interpolated,Benchmark,Market-based,Regular,Regular,,78.8888888888889,0.567755460739136,0.336774080991745,0.106993265450001,0.0549926534295082,-0.0805607959628105,0.0140453241765499,0.264792740345001,0.313301831483841,0.248516112565994,0.604187190532684,0.618648052215576,0.226764753460884,0.554860234260559
Indonesia,2007,4829,98.5464160611112,10,0.464,-0.630509197711945,-0.308280289173126,-1.19806575775146,-0.388591676950455,-0.698989927768707,-0.0198048055171967,1469.1,1288913.125,1252987.625,232.374245,100.31241607666,2078.15532650998,2.34498429298401,973156.9375,1275073,1317021.375,1273085.25,4305348.5,0.0588549487292767,0.419473856687546,0.396699815988541,1654976.75,1132518.125,1651829.5,8358781.5,0.539543986320496,0.88262015581131,0.878951013088226,0.446685284376144,0.142673552036285,0.042866226285696,9141,0.337922275066376,0.349419176578522,0.361478179693222,Interpolated,Benchmark,Market-based,Regular,Regular,,90,0.648853600025177,0.237153068184853,0.115554727613926,0.158797532320023,-0.106318488717079,-0.0540404096245766,0.352133929729462,0.386476814746857,0.258122235536575,0.563901960849762,0.550218343734741,0.268781632184982,0.755986392498016
Jamaica,2007,136,87.5068680728405,2,0.939,-0.338424056768417,0.331559658050537,-0.256037086248398,0.26961761713028,-0.350273311138153,0.63701593875885,1469.1,21787.033203125,20697.546875,2.768227,1.15260004997253,,2.55692028999329,21539.12890625,26486.4375,21748.15234375,20309.982421875,104818.8203125,0.00134407251607627,0.394850373268127,0.486212342977524,24245.423828125,26864.6875,32442.943359375,132120.515625,0.976907074451447,1.04691910743713,1.1460177898407,0.578262269496918,0.0484574362635613,0.036757655441761,69.1921618494152,0.565818786621094,0.588537275791168,0.630212187767029,Interpolated,Benchmark,Market-based,Regular,Regular,,76.6666666666667,0.836258888244629,0.243590012192726,0.224260449409485,0.39326199889183,-0.697371304035187,-1.12908781716575E-12,0.605361342430115,0.687446773052216,0.41836616396904,0.636662721633911,0.5559161901474,0.586100697517395,0.701780378818512
Kenya,2007,562,99.769884572048,4,0.634,-0.978594720363617,-0.524612307548523,-1.30544221401215,-0.317882090806961,-0.971304595470428,-0.249015316367149,1469.1,85331.8203125,90141.9765625,38.705932,17.0097675323486,,2.09416365623474,82332.859375,94332.4140625,85806.3359375,89931.0078125,169388.734375,0.00232404097914696,0.373584449291229,0.370015323162079,124643.359375,112923.7265625,127567.5859375,259457.96875,0.539542376995087,1.00364005565643,0.937894880771637,0.571676433086395,0.124556064605713,0.052081111818552,67.3176381242857,0.347336977720261,0.372458636760712,0.355375915765762,Interpolated,Benchmark,Market-based,Regular,Regular,,62.2222222222222,0.80608594417572,0.133430674672127,0.109425395727158,0.0750000551342964,-0.178162604570389,0.0542205721139908,0.329997092485428,0.544826626777649,0.475071787834168,0.605026245117188,0.561045408248901,0.435879677534103,1.02922606468201
Lao PDR,2007,0,100.496532919182,,0.649,-1.28131055831909,-0.905326068401337,-0.176476791501045,-1.18676173686981,-0.956503331661224,-1.71849822998047,1469.1,20153.890625,21996.927734375,5.944948,2.98283672332764,,1.7733188867569,13447.439453125,20769.189453125,20070.736328125,21490.560546875,50828.65234375,0.000978286261670291,0.407343566417694,0.371716678142548,24248.18359375,17703.54296875,24513.42578125,57096.8671875,0.370184391736984,0.951245844364166,0.92130172252655,0.397984206676483,0.27211257815361,0.0626376047730446,9603.16030624502,0.250196993350983,0.227695107460022,0.212651893496513,Interpolated,Benchmark,Market-based,Regular,Regular,,68.8888888888889,0.466253727674484,0.340696126222611,0.159483283758164,0.114420115947723,-0.156793028116226,0.0759397745132446,0.302415311336517,0.186367183923721,0.0975353792309761,0.5772864818573,0.571467518806458,0.12945368885994,0.491410106420517
Madagascar,2007,112,98.3705405223434,4,0.735,-0.18603253364563,-0.49857959151268,0.0896256566047668,-0.287419378757477,-0.38940167427063,-0.139065206050873,1469.1,26812.5078125,28095.037109375,19.43353,9.32628726959229,,1.61020398139954,25034.806640625,29739.533203125,26765.771484375,27955.783203125,62446.17578125,,,,32826.828125,31334.486328125,33786.55859375,50538.51953125,,,,,,0.0510343685746193,1873.87666666667,0.288046181201935,0.318489640951157,0.304932296276093,Interpolated,Benchmark,Market-based,Regular,,,65.5555555555556,0.719898402690888,0.168291717767716,0.175616040825844,0.079910896718502,-0.161906272172928,0.0181892234832048,0.277711182832718,0.480485528707504,0.330412209033966,0.601309955120087,0.540291965007782,0.333542048931122,
Malawi,2007,0,101.467780759225,5,0.904,-0.516006529331207,-0.573404133319855,0.0823792815208435,-0.508220851421356,-0.166308999061584,-0.261939287185669,1469.1,17889.2734375,19106.693359375,13.341806,5.00057363510132,,1.65654289722443,15559.3408203125,20861.15625,18254.66796875,19315.09765625,37398.08984375,,,,12397.6142578125,14475.515625,16984.724609375,15717.404296875,,,,,,0.0588143542408943,139.957286620718,0.291672676801682,0.242838591337204,0.229506343603134,Interpolated,Benchmark,Market-based,Regular,,,75.5555555555556,0.675283849239349,0.274490684270859,0.130269467830658,0.0696179941296578,-0.121764056384563,-0.0278979316353798,0.306426912546158,0.099524199962616,0.215190440416336,0.645923435688019,0.585847318172455,0.117382600903511,
Mexico,2007,2616,100.004687731398,7,0.503,-0.341457366943359,0.138943001627922,-0.729851603507996,0.368228048086166,-0.542932212352753,0.121899016201496,1469.1,1767405.25,1774017,109.170502,44.2312507629395,2045,2.55651617050171,1427307.5,1778332.875,1766151.25,1744774.375,5367197,0.0715909525752068,0.738734900951386,0.710954308509827,1931328.375,1614083.25,2033290.125,7800340.5,0.759598016738892,1.08079278469086,1.11942195892334,0.362374842166901,0.137850195169449,0.0360958240926266,10.9281916666667,0.572116911411285,0.59604012966156,0.603342831134796,Interpolated,Benchmark,Market-based,Regular,Regular,,70,0.680042088031769,0.201186686754227,0.138004973530769,0.25217804312706,-0.274013936519623,0.00260214554145932,0.595901966094971,0.693314671516419,0.454912036657333,0.61819052696228,0.589844048023224,0.662246704101563,1.63830935955048
Myanmar,2007,0,102.650344055183,4,0.507,-1.62557423114777,-1.48553204536438,-1.06611335277557,-2.27373504638672,-1.54923272132874,-2.21349167823792,1469.1,122448.265625,115189.4453125,49.621475,20.1347427368164,2444.06333564617,1.65695738792419,101213.859375,121987.84375,123254.9453125,114968.7109375,120475.15625,,,,121057.34375,95924.1171875,108070.5078125,104479.3203125,,,,,,0.0741774439811707,1279.91666666667,0.169835120439529,0.16661611199379,0.178624778985977,Extrapolated,Benchmark,Estimated,Regular,,,57.7777777777778,0.782845556735992,0.180692493915558,0.0975145027041435,0.0832614675164223,-0.0580763407051563,-0.0862377136945725,0.17334608733654,0.15093258023262,0.141649156808853,0.589197039604187,0.547846138477325,0.103091783821583,
Nepal,2007,11,103.440780287403,1,0.727,-0.791534423828125,-0.717890441417694,-1.88537847995758,-0.580034494400024,-0.588803827762604,-0.58556193113327,1469.1,38529.23828125,41170.07421875,26.382581,11.8126277923584,,1.49629557132721,37078.4765625,47150.7890625,39666.484375,42135.4609375,142526,,,,57921.66796875,49251.31640625,53424.3515625,170554.5625,,,,,,0.0336400717496872,66.4150275,0.266540855169296,0.276272803544998,0.260084241628647,Interpolated,Benchmark,Market-based,Regular,,,74.4444444444444,0.768172264099121,0.239045932888985,0.111810438334942,0.0310331527143717,-0.0821710675954819,-0.0678906887769699,0.27419313788414,0.312098264694214,0.213967427611351,0.588837087154388,0.604702889919281,0.192906558513641,
Nicaragua,2007,4160,103.430062562147,2,0.844,-0.767759442329407,-0.957917213439941,-0.120370902121067,-0.45082300901413,-0.788387358188629,-0.217171907424927,1469.1,22552.15625,24880.4296875,5.590055,2.04682374000549,,2.02394843101502,22738.6171875,28611.18359375,22546.494140625,24513.845703125,86385.6015625,0.00107942812610418,0.46499490737915,0.512450456619263,24220.841796875,22524.552734375,27683.59765625,85536.828125,0.646811783313751,0.992510974407196,1.00882947444916,0.544903457164764,0.0794762521982193,0.0352922566235066,18.4485061597542,0.312083214521408,0.329247385263443,0.302823781967163,Extrapolated,Benchmark,Market-based,Regular,Regular,,76.6666666666667,0.774512588977814,0.239561200141907,0.153070002794266,0.176402419805527,-0.343546211719513,-7.30193076142749E-12,0.31895187497139,0.395707279443741,0.277328729629517,0.567590594291687,0.528545081615448,0.324436277151108,0.546885490417481
Panama,2007,0,103.311025861462,1,0.654,-0.339885622262955,0.134793907403946,-0.0613481253385544,0.396069228649139,-0.17409847676754,0.621265113353729,1469.1,44117.046875,47281.98046875,3.453675,1.26400005817413,,2.70172786712647,35647.99609375,48177.65234375,45172.1484375,49102.6484375,98744.2734375,0.00133954535704106,0.951069831848145,0.8811154961586,63910.94140625,47988.2890625,63751.734375,142157.28125,0.341752380132675,1.24166035652161,1.21020722389221,0.407340884208679,0.237144261598587,0.0487228520214558,1,0.421816140413284,0.471440583467484,0.433703362941742,Interpolated,Benchmark,Market-based,Regular,Regular,,76.6666666666667,0.586635768413544,0.255172729492188,0.13935349881649,0.314370840787888,-0.437880039215088,0.14234721660614,0.429850399494171,0.612626552581787,0.387994319200516,0.57141375541687,0.617129027843475,0.446317672729492,1.64638125896454
Peru,2007,999,100.811691085552,2,0.555,-0.272556155920029,-0.632966876029968,-0.774885892868042,0.238475114107132,-0.751626133918762,0.108356989920139,1469.1,242413.8125,235235.671875,28.333052,13.2694931030273,2116.98228593942,2.73803019523621,171997.1875,227691.921875,245771.125,235985.765625,668659.3125,0.00922532938420773,0.49900633096695,0.45461916923523,233743.15625,168585.203125,214942.5,678814.6875,0.494309157133102,1.02633547782898,0.946783304214478,0.430306047201157,0.198675766587257,0.0358176045119762,3.12804457735247,0.41957950592041,0.415842920541763,0.433086276054382,Interpolated,Benchmark,Market-based,Regular,Regular,,78.8888888888889,0.630540072917938,0.236008852720261,0.0983055233955383,0.192506268620491,-0.155421480536461,-0.00193922594189644,0.413184463977814,0.404303640127182,0.460597693920136,0.61821186542511,0.555338084697723,0.315037101507187,1.10282123088837
Philippines,2007,0,101.094370380513,14,0.875,-0.778005182743073,0.120840609073639,-1.60488569736481,-0.12692703306675,-0.46309170126915,-0.110541515052319,1469.1,437715.96875,448818.875,89.405482,33.7635002136231,2092.11421449802,2.55586576461792,378784.96875,443562.78125,443129.34375,452881.4375,1274327.125,0.0165538247674704,0.478773951530457,0.442772418260574,479570.9375,425050.96875,466554.59375,1313588.75,0.570792019367218,0.880553722381592,0.799686670303345,0.403325617313385,0.209328204393387,0.0437556616961956,46.148391177755,0.326335519552231,0.337057232856751,0.329799234867096,Interpolated,Benchmark,Market-based,Regular,Regular,,88.8888888888889,0.720965325832367,0.143034800887108,0.115423522889614,0.180032879114151,-0.208893239498138,0.0494366772472858,0.336107283830643,0.399751842021942,0.265298426151276,0.618956327438355,0.613036870956421,0.260517627000809,0.940715610980988
Rwanda,2007,72,99.3699681520904,2,1.25,0.00706776836887002,-0.239745661616325,-0.360214412212372,-0.6916583776474,-0.579642593860626,-1.24603569507599,1469.1,12685.3623046875,13407.5048828125,9.273757,4.08814859390259,,1.51034319400787,11938.693359375,13950.9501953125,12843.1826171875,13423.8017578125,17270.890625,0.000275095837423578,0.310477077960968,0.304675400257111,12497.115234375,11918.275390625,12912.380859375,12907.6455078125,0.299804300069809,0.902887284755707,0.875503122806549,0.741010069847107,0.135325849056244,0.0413483530282974,546.955,0.313020288944244,0.316884398460388,0.30317822098732,Interpolated,Benchmark,Market-based,Regular,Low capital share,,66.6666666666667,0.758647441864014,0.149902194738388,0.13072007894516,0.0212460700422525,-0.0834416151046753,0.0229258388280869,0.310404390096664,0.339810281991959,0.328201919794083,0.643446147441864,0.560529232025147,0.251619637012482,0.669510781764984
Sierra Leone,2007,0,99.1957241500902,1,0.795,-0.919340312480927,-1.16081058979034,-0.0615781955420971,-1.0905464887619,-0.994199395179749,-0.218499302864075,1469.1,6460.86328125,6720.7197265625,5.989633,2.02881073951721,,1.46153318881989,6503.05908203125,7056.37841796875,6468.505859375,6622.5439453125,13260.9794921875,0.00022991793230176,0.318371146917343,0.320309728384018,8351.2568359375,7845.912109375,7754.322265625,8088.71484375,0.4517482817173,1.07011413574219,0.872030198574066,0.527945220470429,0.168251544237137,0.0470565930008888,2985.18583333333,0.330257564783096,0.333693236112595,0.325931698083878,Interpolated,Benchmark,Market-based,Regular,Regular,,47.7777777777778,0.85170716047287,0.0835508480668068,0.130250737071037,0.0832366421818733,-0.148745387792587,-6.6842392731914E-10,0.347675174474716,0.374072343111038,0.21636401116848,0.610993027687073,0.541048109531403,0.252827495336533,0.77438360452652
Tanzania,2007,3061,99.5828463999106,,0.77,-0.335751265287399,-0.42350846529007,-0.38706237077713,-0.457430690526962,-0.378879934549332,-0.142469882965088,1469.1,66884.140625,72605.84375,39.539931,16.9909591674805,,1.56630516052246,56540.51171875,79725.5703125,68716.6171875,73627.90625,227510.25,0.00307178171351552,0.362498253583908,0.37062993645668,65934.671875,60095.5703125,67774.671875,131353.046875,0.427756160497665,1.00066673755646,1.01407694816589,0.387988090515137,0.144303128123283,0.0429760366678238,1245.03546404783,0.292651534080505,0.317409336566925,0.29623681306839,Interpolated,Benchmark,Market-based,Regular,Regular,,61.1111111111111,0.649593234062195,0.314895004034042,0.118329055607319,0.0463682785630226,-0.142267346382141,0.0130817275494337,0.286089450120926,0.377785205841065,0.328675448894501,0.626639544963837,0.565069973468781,0.280037462711334,0.759339809417725
Thailand,2007,0,101.502274976299,5,0.638,-0.40017232298851,0.298577755689621,-1.11284792423248,0.0861985608935356,-0.137440487742424,-0.562502324581146,1469.1,795470.0625,783734.3125,66.182067,36.1891975402832,2329.80112734262,2.4550895690918,543898.375,731238.3125,795081.25,774277.6875,2756837.75,0.0411390475928783,0.440640807151794,0.392940253019333,853989.875,589726.75,788720.6875,3127975,0.653609275817871,0.878966629505158,0.90852153301239,0.670596897602081,0.0568132400512695,0.0622084550559521,34.5181805917013,0.321363836526871,0.330711722373962,0.339597374200821,Interpolated,Benchmark,Market-based,Regular,Regular,,81.1111111111111,0.535349905490875,0.241954430937767,0.167109116911888,0.319399505853653,-0.306079238653183,0.0422663316130638,0.333338618278503,0.35785111784935,0.283001393079758,0.622715651988983,0.607619762420654,0.244798511266708,0.367891401052475
Togo,2007,0,96.3552468655823,1,0.847,-0.99727338552475,-1.53401863574982,-0.341404855251312,-0.975777387619019,-0.930305898189545,-1.0676943063736,1469.1,7074.8818359375,7666.26123046875,5.920359,2.45665144920349,,1.75622999668121,7384.98095703125,8311.4306640625,7075.4140625,7549.8134765625,21116.98828125,0.000291189819108695,0.19935530424118,0.207227244973183,6794.87841796875,6518.11376953125,7513.74560546875,28522.40625,0.499489068984985,0.581258654594421,0.609984040260315,0.806201457977295,0.00999999977648258,0.0293975193053484,479.2667825875,0.354026794433594,0.375821828842163,0.352206736803055,Interpolated,Benchmark,Market-based,Regular,Lower bound,,54.4444444444444,0.830778181552887,0.122711628675461,0.147389158606529,0.0619168095290661,-0.178796902298927,0.0160011518746615,0.359062552452087,0.549555957317352,0.325642228126526,0.599040746688843,0.583086311817169,0.486362516880035,0.309238344430924
Uganda,2007,425,97.6503700191508,2,0.455,-0.825754582881927,-0.455956518650055,-0.916478335857391,-0.250690668821335,-0.357663184404373,-0.486063897609711,1469.1,46007.3984375,48118.31640625,29.486338,9.15558815002441,,1.85766959190369,42099.01953125,52645.81640625,46674.08203125,48514.6484375,97309.1796875,,,,45824.8671875,46745.91796875,52540.84375,66331.28125,,,,,,0.0434948168694973,1723.491772343,0.298131793737412,0.322610199451447,0.310370922088623,Interpolated,Benchmark,Market-based,Regular,,,71.1111111111111,0.753237903118134,0.217394068837166,0.114521093666554,0.0440842509269714,-0.144521534442902,0.0152842355892062,0.299109190702438,0.420319259166718,0.291703015565872,0.624981582164764,0.498238325119019,0.32108199596405,
