country,year,coffee_val,land_cov,disaster,temp_chan,corrupt_control,govern_eff,pol_stab,reg_qual,rule_law,voice,energy,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,cn,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rnna,rkna,rtfpna,rwtfpna,labsh,irr,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,i_irr,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k
Thailand,2009,0,99.2220379594415,1,0.605,-0.3320132791996,0.21835470199585,-1.42447113990784,0.121483989059925,-0.260052651166916,-0.455878525972366,1188.05,860881.875,823401.375,66.866839,37.6813545227051,2354.11194230289,2.51977038383484,605386.9375,772314.25,861167.625,816753.9375,3396729,0.050011619925499,0.404849886894226,0.372031658887863,862727.625,618131,776795,3313637.25,0.710834622383118,0.820386648178101,0.826691925525665,0.66432797908783,0.0546319708228111,0.0642580389976502,34.2857741234241,0.321297526359558,0.327126264572144,0.344914823770523,Interpolated,Benchmark,Market-based,Regular,Regular,,80,0.561923742294312,0.204378932714462,0.179287180304527,0.292210876941681,-0.277083188295364,0.0392824485898018,0.32572329044342,0.348264962434769,0.307426244020462,0.636877596378326,0.592111349105835,0.218396827578545,0.320061028003693
Togo,2009,0,96.5045909897153,1,0.876,-1.03230965137482,-1.36427342891693,-0.165575549006462,-0.87742692232132,-0.896127939224243,-0.978557884693146,1188.05,7674.5263671875,7827.685546875,6.250835,2.56298995018005,,1.76298260688782,7553.3916015625,8828.580078125,7700.001953125,7736.46435546875,30779.54296875,0.000409451429732144,0.173871651291847,0.192823618650436,7462.4833984375,6901.79931640625,8176.0283203125,29912.927734375,0.53566712141037,0.622899949550629,0.647666752338409,0.806201457977295,0.00999999977648258,0.0290941093116999,472.186290754893,0.416851252317429,0.43710532784462,0.43504524230957,Interpolated,Benchmark,Market-based,Regular,Lower bound,,47.7777777777778,0.841961205005646,0.164828315377235,0.13437519967556,0.149230226874352,-0.217853963375092,-0.0725409612059593,0.424208790063858,0.557077288627625,0.370750784873962,0.636389136314392,0.583757221698761,0.39393275976181,0.269656270742416
Uganda,2009,5746,98.9767908162415,,1.295,-0.909787476062775,-0.674724519252777,-0.991805791854858,-0.192969292402267,-0.411506861448288,-0.509125173091888,1188.05,55112.66796875,57533.6484375,31.411096,9.8682804107666,,1.93316149711609,48045.98828125,61398.6484375,55904.71875,58178.89453125,158194.109375,,,,54092.2421875,53060.27734375,59890.625,80494.6171875,,,,,,0.0438525341451168,2030.48807433418,0.333478897809982,0.340886682271957,0.327561646699905,Interpolated,Benchmark,Market-based,Regular,,,62.2222222222222,0.73304283618927,0.229510396718979,0.0927890911698341,0.0403979271650314,-0.138083845376968,0.042343582957983,0.337290406227112,0.367541700601578,0.303367584943771,0.66698282957077,0.528703153133392,0.226731538772583,
Viet Nam,2009,40781,106.500169503341,6,0.671,-0.545064032077789,-0.250741362571716,0.271775960922241,-0.633366286754608,-0.531529664993286,-1.4826385974884,1188.05,344971.5,368678.375,87.092252,47.7436981201172,2405.36931381874,2.37187123298645,272732.40625,392082.5,351850.0625,373131.90625,1051833.875,,,,402233.96875,303088.0625,402140.28125,889575.3125,,,,,,0.0639089569449425,17065.0833333333,0.288704961538315,0.301306366920471,0.284121125936508,Interpolated,Benchmark,Market-based,Regular,,,65.5555555555556,0.63174694776535,0.319860368967056,0.0991806089878082,0.260804325342178,-0.318480432033539,0.00688813533633947,0.308042228221893,0.330102384090424,0.165533125400543,0.586719572544098,0.588620245456696,0.220984160900116,
Yemen,2009,148,100.481020507911,1,,-1.0754017829895,-1.08034491539001,-2.32902073860168,-0.641269385814667,-1.0932948589325,-1.27136433124542,1188.05,86203.3203125,93719.8828125,22.51646,4.19125175476074,,1.38846945762634,79170.6171875,93274.6328125,84832.0703125,91823.4609375,233808.625,,,,89621.0390625,65545.1953125,89829.03125,431665.40625,,,,,,0.0403904542326927,202.846666666667,0.318078517913818,0.335480481386185,0.30993714928627,Interpolated,Benchmark,Market-based,Regular,,,55.5555555555556,0.737759351730347,0.153599217534065,0.124445296823978,0.149753421545029,-0.168845370411873,0.0032880746293813,0.311575472354889,0.433163702487946,0.356630951166153,0.455167680978775,0.592419147491455,0.212053254246712,
Zambia,2009,125,100.011217681481,1,0.306,-0.46949765086174,-0.822767734527588,0.569586157798767,-0.542492091655731,-0.479686051607132,-0.300323873758316,1188.05,40417.09765625,39705.671875,13.215139,3.59333848953247,,2.2097589969635,28837.365234375,39593.71875,41177.83984375,39735.7109375,184490.234375,0.00343899428844452,0.319302201271057,0.309193640947342,35008.015625,25611.515625,34440.2109375,165642.3125,0.637227535247803,1.06230092048645,1.00431311130524,0.445720881223679,0.0513627491891384,0.0479960441589356,5.04610924521235,0.344458490610123,0.372246444225311,0.385756403207779,Interpolated,Benchmark,Market-based,Regular,Regular,,58.8888888888889,0.618831098079681,0.270697385072708,0.106898047029972,0.165469110012054,-0.166480109095573,0.00458443537354469,0.341733068227768,0.44674488902092,0.360235869884491,0.655822575092316,0.57332193851471,0.289238065481186,0.418192923069
Zimbabwe,2009,5,99.9197711330745,,-0.226,-1.35787522792816,-1.55313074588776,-1.16718089580536,-2.08098173141479,-1.87002050876617,-1.53921008110046,1188.05,25497.337890625,26465.283203125,12.526968,5.68112897872925,,2.34906959533691,28105.57421875,31117.029296875,25334.765625,26136.494140625,59029.51953125,0.000856543192639947,0.305989295244217,0.354030042886734,24792.759765625,27347.001953125,29395.828125,41404.828125,0.662652432918549,0.791986286640167,0.84142130613327,0.533381104469299,0.1688192486763,0.0385175943374634,1,0.378564774990082,0.381522923707962,0.369819819927216,Interpolated,Benchmark,Market-based,Regular,Regular,,46.6666666666667,0.958284795284271,0.115220345556736,0.117053583264351,0.137022688984871,-0.229484498500824,-0.0980969071388245,0.388365358114243,0.409130841493607,0.298330068588257,0.633541524410248,0.588000476360321,0.285976618528366,0.891324877738953
Angola,2010,0,98.5009218782889,3,1.194,-1.33247494697571,-1.14209020137787,-0.226182341575623,-1.06021749973297,-1.27295327186584,-1.12052512168884,1479.19,140742.28125,159625.234375,23.356246,11.9778327941895,,1.41713297367096,66721.5625,114244.3203125,140977.265625,153241.28125,870198.5,0.021662961691618,0.308318287134171,0.221669003367424,189691.96875,109008.6875,171276.234375,1013858.0625,0.785163164138794,1.07451570034027,1.06086158752441,0.300494611263275,0.0501538887619972,0.0446751117706299,91.9057203405018,0.663649439811707,0.594418406486511,0.546846628189087,Interpolated,Benchmark,Market-based,Regular,Regular,,45.5555555555556,0.288939297199249,0.310117185115814,0.146462693810463,0.648454487323761,-0.170012548565865,-0.223961099982262,0.677508354187012,0.497218608856201,0.636308670043945,0.509236991405487,0.612003803253174,0.335303902626038,0.4380823969841
"Bolivia, Plurinational State of",2010,689,99.2967302849228,4,0.68,-0.458648711442947,-0.502368271350861,-0.415407210588455,-0.797301411628723,-1.02979016304016,-0.0392411425709724,1479.19,54538.91796875,52741.2421875,10.04859,4.44462585449219,,2.71872138977051,43347.16015625,51330.015625,55112.7109375,52044.7265625,111501.265625,0.00190880708396435,0.459406584501267,0.436957240104675,64502.35546875,57497.78125,65218.40234375,123102.953125,0.627976953983307,1.01522171497345,0.949480414390564,0.450484544038773,0.213794186711311,0.0576205290853977,7.01666666666667,0.345104098320007,0.35653817653656,0.377555787563324,Interpolated,Benchmark,Market-based,Regular,Regular,,66.6666666666667,0.723100900650024,0.153384551405907,0.109782002866268,0.225854009389877,-0.211469605565071,-0.00065187644213438,0.325280755758286,0.418625682592392,0.47567430138588,0.592568933963776,0.509170949459076,0.281632989645004,0.915834426879883
Brazil,2010,96254,96.3248771734764,5,1.112,0.0438063591718674,-0.0942155122756958,0.0134759107604623,0.246619865298271,0.0564144365489483,0.571348905563354,1479.19,2917003.5,2938155.5,195.713635,86.3538284301758,1761.34574713873,2.47336173057556,2220346.5,2959482.25,2928987.5,2920199,11923873,0.172185823321343,0.621922373771668,0.607836008071899,2862790.75,2293032.25,2960723.75,10280861,0.829420626163483,1.1664559841156,1.2143748998642,0.552456736564636,0.126363530755043,0.0503077320754528,1.75922671058718,0.788291037082672,0.754130303859711,0.756399869918823,Interpolated,Benchmark,Market-based,Regular,Regular,,83.3333333333333,0.581477761268616,0.25311142206192,0.178863048553467,0.126252919435501,-0.139703899621964,-1.28672070331959E-06,0.78339433670044,0.651512145996094,0.804210186004639,0.643341362476349,0.637762546539307,0.421449720859528,0.92948579788208
Burundi,2010,2245,90.606376242096,4,,-1.16890013217926,-1.12779533863068,-1.6259593963623,-1.12236869335175,-1.20540106296539,-0.942692875862122,1479.19,6156.70654296875,6650.67236328125,8.675602,3.75101351737976,,1.29795265197754,6576.00390625,7353.5888671875,6125.5595703125,6555.85546875,13177.482421875,0.000413132249377668,0.168882206082344,0.18268409371376,7030.92578125,6899.39208984375,7603.943359375,11953.9990234375,0.709741473197937,1.08229649066925,1.03313040733337,0.606218218803406,0.0385297909379005,0.0347897559404373,1230.74833333333,0.319584012031555,0.331747263669968,0.309972941875458,Interpolated,Benchmark,Market-based,Regular,Low capital share,,54.4444444444444,0.794456422328949,0.118609197437763,0.208616882562637,0.0424455814063549,-0.164129301905632,1.19949618238024E-06,0.333938121795654,0.434611439704895,0.264920562505722,0.7090203166008,0.5619797706604,0.290824562311173,0.313589066267014
Cameroon,2010,4838,98.4868619549826,1,1.181,-1.07531774044037,-0.900068581104279,-0.736971437931061,-0.753017663955688,-1.0792441368103,-1.058274269104,1479.19,59038.9296875,59721.0703125,20.341241,8.52764225006104,,1.86987924575806,51246.359375,62347.01953125,59503.08203125,59450.03515625,160065.09375,0.00253351707942784,0.381351619958878,0.38568776845932,62191.03125,55031.2890625,63881.16796875,146194.296875,0.705219984054565,0.928477168083191,0.927497923374176,0.503528833389282,0.113116718828678,0.0544405244290829,495.277021572396,0.416159301996231,0.439369142055512,0.439761191606522,Interpolated,Benchmark,Market-based,Regular,Regular,,66.6666666666667,0.729519546031952,0.186722487211227,0.132487699389458,0.104142636060715,-0.153075516223908,0.000203142364625819,0.423079073429108,0.546517670154572,0.37805700302124,0.62643438577652,0.564075648784638,0.402647405862808,0.829431354999542
Central African Republic,2010,23,100.866638350922,1,1.162,-0.937605500221252,-1.39822602272034,-2.0206253528595,-1.162961602211,-1.31199896335602,-1.10421741008759,1479.19,4817.97509765625,4916.849609375,4.386768,1.71106851100922,,1.46834778785706,4703.5517578125,5370.6943359375,4830.67822265625,4892.4833984375,18676.53125,0.000246738229179755,0.351884514093399,0.372518807649612,5357.99365234375,6068.59619140625,6877.005859375,26931.880859375,0.934309303760529,1.35120630264282,1.43676400184631,0.164315789937973,0.174996048212051,0.0290537849068642,495.277021572396,0.42930218577385,0.443105936050415,0.437508344650269,Interpolated,Benchmark,Market-based,Regular,Regular,,55.5555555555556,0.827928602695465,0.136360764503479,0.133454650640488,0.0281098335981369,-0.0701873078942299,-0.0556665360927582,0.434852093458176,0.540426552295685,0.394871532917023,0.653077006340027,0.611390590667725,0.413324147462845,1.17371511459351
China,2010,139,100.959875821805,21,0.968,-0.570009887218475,0.0791090577840805,-0.65706068277359,-0.320954978466034,-0.472601860761642,-1.68054747581482,1479.19,13861263,13847619,1368.810615,781.035522460938,2172.71018311543,2.44102191925049,7019601,13589485,14155120,14093089,49973752,0.753338813781738,0.422073394060135,0.392493039369583,13947309,6070841,11163470,39311248,0.479354023933411,1.03071773052216,0.850890457630158,0.548255085945129,0.101206719875336,0.0553934127092362,6.7702690287094,0.418726563453674,0.430034697055817,0.431927472352982,Interpolated,Benchmark,Market-based,Regular,Regular,,65.5555566666667,0.348049402236939,0.466177731752396,0.150038748979569,0.180554240942001,-0.148243963718414,0.00342385331168771,0.439815998077393,0.442116856575012,0.369804739952087,0.629766285419464,0.66057413816452,0.311495780944824,0.590964198112488
Colombia,2010,5908,110.485780727918,6,1.037,-0.42333310842514,-0.121465317904949,-1.53718483448029,0.157253935933113,-0.271385610103607,-0.132357180118561,1479.19,524873.75,540688.4375,45.2227,18.8913440704346,2045.43461211512,2.38597559928894,429430.9375,535363.4375,527021.125,534430.6875,1768257.75,0.0252394489943981,0.601237833499908,0.580831587314606,504875.40625,437280.6875,510400.84375,1431974.5,0.719375550746918,0.984142422676086,0.957309007644653,0.468264579772949,0.130728602409363,0.036117684096098,1898.56963600842,0.531806170940399,0.543741166591644,0.536202609539032,Interpolated,Benchmark,Market-based,Regular,Regular,,84.4444444444444,0.675703346729279,0.19821560382843,0.127826392650604,0.135650292038918,-0.124578021466732,-0.0128176445141435,0.523216724395752,0.59212338924408,0.577211022377014,0.549267590045929,0.611047387123108,0.432492822408676,0.977411091327667
Congo,2010,0,99.9020053573194,,1.255,-1.15732026100159,-1.23538506031036,-0.316415846347809,-1.25216734409332,-1.21804785728455,-1.06274175643921,1479.19,21556.44921875,24714.2109375,4.273731,1.47612166404724,,2.02377367019653,9679.32421875,19149.95703125,21826.287109375,23256.037109375,99944.21875,,,,21254.796875,16582.681640625,26844.50390625,78824.4453125,,,,,,0.0432472005486488,495.277021572396,0.540366053581238,0.626676082611084,0.588148891925812,Interpolated,Benchmark,Market-based,Regular,,,54.4444444444444,0.310910284519196,0.407233268022537,0.105296641588211,0.718086540699005,-0.539384186267853,-0.00214262353256345,0.532462060451508,0.714888036251068,0.563704192638397,0.539020597934723,0.581560790538788,0.556381046772003,
Congo (DRC),2010,0,96.2297053514513,4,1.347,-1.45788669586182,-1.72185111045837,-2.19674205780029,-1.54808306694031,-1.62714993953705,-1.4091020822525,1479.19,46459.375,45981.0234375,64.563854,19.6997165679932,,1.62269639968872,43967.7421875,50843.82421875,46849.8828125,45815.828125,191153.921875,,,,53099.34375,52814.01953125,55497.953125,170828.09375,,,,,,0.0217524040490389,905.913458333333,0.391135334968567,0.46031591296196,0.470705181360245,Interpolated,Benchmark,Market-based,Regular,,,35.5555555555556,0.806382358074188,0.150080963969231,0.153280362486839,0.191324681043625,-0.154922217130661,-0.146146193146706,0.408983916044235,0.902677237987518,0.297236949205399,0.649214386940002,0.616738438606262,0.601744294166565,
Costa Rica,2010,1280,97.0059091410473,2,0.989,0.66439163684845,0.296542972326279,0.691537201404572,0.586027026176453,0.535760879516602,1.03988945484161,1479.19,64776.234375,62831.0078125,4.577378,1.94077551364899,2249.26597942745,2.5200469493866,53986.07421875,66059.7265625,64845.390625,61792.921875,170760.609375,0.00229287263937295,0.647540748119354,0.667593419551849,69108.921875,58995.65625,69738.078125,144696.984375,0.716463148593903,0.964375793933868,0.934532463550568,0.575477957725525,0.163235992193222,0.052553303539753,525.829200716846,0.567166447639465,0.574730694293976,0.6031214594841,Interpolated,Benchmark,Market-based,Regular,Regular,,76.6666666666667,0.709599673748016,0.19538888335228,0.164061456918716,0.222066476941109,-0.403207778930664,0.112091258168221,0.555853128433228,0.608553290367127,0.616099059581757,0.659142315387726,0.558700740337372,0.422798693180084,1.11713337898254
Côte d'Ivoire,2010,709,89.1790672445432,2,,-1.17285454273224,-1.29321753978729,-1.5838942527771,-0.926222562789917,-1.23600256443024,-1.04839730262756,1479.19,59517.0078125,57416.21875,20.53295,5.85376405715942,,1.53028094768524,49876.703125,56034.16796875,60468.56640625,57398.06640625,123600.3671875,0.00162072526291013,0.666505515575409,0.627489268779755,54051.2265625,45447.65625,49611.1640625,112604.2109375,0.534772336483002,0.811269700527191,0.736454725265503,0.38184666633606,0.310076206922531,0.039574109017849,495.277021572396,0.415348947048187,0.434341728687286,0.457576811313629,Interpolated,Benchmark,Market-based,Regular,Regular,,58.8888888888889,0.750637888908386,0.107276491820812,0.11832345277071,0.282502204179764,-0.239392995834351,-0.0193470437079668,0.407875180244446,0.588187158107758,0.462762117385864,0.634194135665894,0.571247041225433,0.333702862262726,1.6217702627182
Dominican Republic,2010,8,93.4947972356692,3,1.222,-0.883080899715424,-0.694932579994202,-0.0449540354311466,-0.116028167307377,-0.855494201183319,0.0738618969917297,1479.19,120940.8828125,126976.6953125,9.695121,3.89701652526856,2114.7668591412,2.42404723167419,107270.2109375,135269.453125,122251.5703125,127442.9140625,417298.3125,0.0050155371427536,0.69136118888855,0.707678735256195,122606.59375,103650.2890625,132904.484375,480257.40625,0.710767507553101,0.987172484397888,1.05958533287048,0.470921993255615,0.14771468937397,0.0347624346613884,37.3065789878104,0.41760665178299,0.434837520122528,0.417124569416046,Interpolated,Benchmark,Market-based,Regular,Regular,,67.7777777777778,0.708634674549103,0.219700217247009,0.133077159523964,0.0583841986954212,-0.208412975072861,0.0886167511343956,0.437596499919891,0.500852108001709,0.311160981655121,0.640633881092072,0.569947004318237,0.358054935932159,0.907872676849365
Ecuador,2010,214,110.697147774851,2,1.087,-0.707744359970093,-0.675487160682678,-0.586674451828003,-1.12405169010162,-1.14322912693024,-0.231080830097198,1479.19,142228.1875,148737.3125,15.011117,6.73341846466065,1719.4629336059,2.70501255989075,112954.1640625,150959.828125,144440.75,147647.40625,644770.25,0.0118478136137128,0.412367314100266,0.406599134206772,152492.71875,114887.2265625,159422.71875,738240.0625,0.706475377082825,0.95088255405426,0.986094772815704,0.642750084400177,0.0303104072809219,0.0406722985208035,1,0.470927029848099,0.481549441814423,0.471091061830521,Interpolated,Benchmark,Market-based,Regular,Low capital share,,82.2222222222222,0.646066129207611,0.257408261299133,0.118960291147232,0.216919779777527,-0.238803341984749,-0.000551146804355085,0.461391240358353,0.513119697570801,0.522715449333191,0.546088337898254,0.583993494510651,0.321381658315659,0.339551657438278
El Salvador,2010,92,94.6583905027922,3,0.496,-0.258609384298325,-0.0160427615046501,0.0588422268629074,0.337437301874161,-0.865749895572662,0.0715445652604103,1479.19,36682.3125,37411.19140625,6.183875,2.48026323318481,,2.01864957809448,39497.1171875,44110.47265625,36868.12109375,37017.5390625,82054.71875,,,,43928.17578125,44489.21875,51665.63671875,125952.453125,,,,,,0.0593057759106159,1,0.480952948331833,0.500375986099243,0.498356312513351,Interpolated,Benchmark,Market-based,Regular,,,91.1111111111111,0.880939364433289,0.124626256525517,0.18604451417923,0.215098559856415,-0.406708687543869,1.97202597654831E-16,0.493642687797546,0.666665971279144,0.420865654945374,0.624320328235626,0.570893228054047,0.414547383785248,
Ethiopia,2010,9444,101.681723805667,3,1.276,-0.694108724594116,-0.482412338256836,-1.63510119915009,-0.848106443881989,-0.807519137859344,-1.34485614299774,1479.19,88588.734375,101266.171875,87.639964,38.5982551574707,,1.28152239322662,84197.890625,106235.0625,90240.15625,101705.484375,254679.328125,,,,110589.796875,116787.40625,115502.578125,150834.765625,,,,,,0.0420841835439205,14.4095898080066,0.28347909450531,0.291569709777832,0.258700877428055,Interpolated,Benchmark,Market-based,Regular,,,80,0.710841953754425,0.216676339507103,0.117017947137356,0.0347206853330135,-0.140384465456009,0.0611275844275951,0.296739220619202,0.322481781244278,0.202928602695465,0.659757971763611,0.602454662322998,0.190576955676079,
Guatemala,2010,4292,127.362625387892,5,0.685,-0.540784418582916,-0.723099410533905,-0.852924466133118,-0.172244891524315,-0.944123864173889,-0.30328357219696,1479.19,98341.6875,101553.3046875,14.630417,5.21325063705444,,1.76204073429108,96574.6328125,111141.0859375,99169.8359375,100940.4140625,322549.5625,0.00376407988369465,0.702660322189331,0.746108591556549,99286.8359375,94158.6953125,109886.875,338061.90625,0.840124666690826,1.00970423221588,1.00833702087402,0.501379489898682,0.159219458699226,0.0391060970723629,8.05777083333333,0.40570342540741,0.410226821899414,0.403031140565872,Interpolated,Benchmark,Market-based,Regular,Regular,,85.5555555555556,0.84838080406189,0.14430744946003,0.108368143439293,0.134032309055328,-0.246376991271973,0.0112883085384965,0.40437924861908,0.44021674990654,0.41606992483139,0.625321865081787,0.55611789226532,0.298883378505707,0.872481465339661
Guinea,2010,101,98.335740329482,2,1.321,-1.22193884849548,-1.12773215770721,-1.6870790719986,-1.059894323349,-1.48563277721405,-0.917964994907379,1479.19,19252.619140625,20600.482421875,10.192176,3.63262391090393,,,19111.931640625,21694.458984375,19221.744140625,20081.26171875,30449.904296875,0.000556275772396475,,,19103.513671875,18158.337890625,20522.9296875,24761.830078125,0.477437198162079,,,0.366033136844635,0.232817903161049,0.0569789037108421,5726.07102083333,0.331840544939041,0.356547683477402,0.341286718845367,Interpolated,Benchmark,Market-based,Regular,Regular,,57.7777777777778,0.794364631175995,0.128603801131249,0.157364994287491,0.177035793662071,-0.257369220256805,8.23933754556805E-10,0.34358137845993,0.539392173290253,0.272573918104172,0.584912776947022,0.572928547859192,0.350529491901398,1.26452684402466
Haiti,2010,0,98.4404616034249,5,1.206,-1.1893208026886,-1.65748465061188,-0.940315425395966,-1.02823603153229,-1.38317584991455,-0.711512327194214,1479.19,15696.962890625,18175.68359375,9.949322,3.71206593513489,,1.6132984161377,19767.724609375,24369.98828125,16311.1181640625,18661.08203125,141109.75,,,,15026.748046875,19110.24609375,22583.189453125,109993.3203125,,,,,,0.0127704413607717,39.7974,0.420768857002258,0.411239594221115,0.359452813863754,Extrapolated,Benchmark,Market-based,Regular,,,42.2222222222222,1.03523433208466,0.246623635292053,0.024067847058177,0.0961422100663185,-0.402069449424744,1.46528134337132E-06,0.4230637550354,0.370309501886368,0.322057008743286,0.573589622974396,0.578860998153687,0.255142271518707,
Honduras,2010,7371,103.251078984689,4,0.806,-0.889169752597809,-0.641049027442932,-0.496909588575363,-0.24657230079174,-0.875314056873322,-0.503610491752625,1479.19,33096.09765625,34200.609375,8.31747,3.10660004615784,,2.06600213050842,32796.0390625,39709.875,33674.1171875,34305.16796875,120599.1640625,0.00176646024920046,0.39680740237236,0.442961186170578,38915.90625,35441.9140625,44054.921875,160437.796875,0.807338654994965,1.01188445091248,1.00048995018005,0.607675075531006,0.0827115699648857,0.0583702027797699,18.8951,0.46385994553566,0.47037148475647,0.461718916893005,Interpolated,Benchmark,Market-based,Regular,Regular,,75.5555555555556,0.821211278438568,0.201539158821106,0.134797424077988,0.145903244614601,-0.363577157258987,0.060126043856144,0.439210265874863,0.501259207725525,0.614030480384827,0.620087265968323,0.552819907665253,0.34958752989769,0.569535076618195
India,2010,4837,100.54646139757,17,1.129,-0.463754564523697,0.0291320476680994,-1.27798449993134,-0.41047203540802,-0.0358108207583427,0.443312972784042,1479.19,5398284.5,5621831.5,1234.28117,467.412506103516,2110.39267590654,1.96609807014465,3865497,5825086.5,5520395,5737298,20219374,0.288415789604187,0.411272406578064,0.402690470218658,5219692,3698283,5410309,18487850,0.593633711338043,0.865684330463409,0.885911285877228,0.510548830032349,0.118581496179104,0.0523171797394753,45.7258121212121,0.283917516469955,0.302445709705353,0.291011512279511,Interpolated,Benchmark,Market-based,Regular,Regular,,81.1111111111111,0.566913485527039,0.341552674770355,0.106835201382637,0.0590497404336929,-0.0970193669199944,0.0226683001965284,0.280917018651962,0.338994473218918,0.299839526414871,0.649377584457398,0.628785014152527,0.211665332317352,0.458721548318863
Indonesia,2010,20949,100.775432104517,8,0.766,-0.803534507751465,-0.267384022474289,-0.853916168212891,-0.380860596895218,-0.656044900417328,-0.0377484634518623,1479.19,1976890.75,1977505.375,241.834215,108.154747009277,2066.00066002697,2.41677021980286,1379032.125,1978304.75,2016554.5,2000498,10173204,0.132982969284058,0.405959963798523,0.387155115604401,1949968.25,1326552.125,1973568.875,9993085,0.648827433586121,0.899094820022583,0.907920360565186,0.465844810009003,0.103806629776955,0.0432422086596489,9090.43333333333,0.357131451368332,0.374447673559189,0.377453088760376,Interpolated,Benchmark,Market-based,Regular,Regular,,86.6666666666667,0.569216012954712,0.299561709165573,0.12012842297554,0.133528590202332,-0.112267151474953,-0.0101675763726234,0.372781962156296,0.41429540514946,0.282973021268845,0.59148633480072,0.605547308921814,0.236076653003693,0.491036504507065
Jamaica,2010,656,93.769381969678,1,1.183,-0.265738725662231,0.303514927625656,-0.4295414686203,0.233887821435928,-0.43237179517746,0.462827682495117,1479.19,21835.521484375,21172.873046875,2.81046,1.0949000120163,,2.54962635040283,21563.837890625,25951.404296875,21946.248046875,20797.68359375,157857.5625,0.00183108635246754,0.359315037727356,0.432382464408875,22668.439453125,24518.490234375,28399.890625,134567.140625,0.973150193691254,1.02968907356262,1.05533158779144,0.586538791656494,0.0450932569801807,0.0353194437921047,87.1961368125477,0.601092338562012,0.602405726909638,0.635673999786377,Interpolated,Benchmark,Market-based,Regular,Regular,,74.4444444444444,0.831630706787109,0.210964202880859,0.205207780003548,0.304371505975723,-0.552174150943756,1.3272252741281E-10,0.62619686126709,0.608860790729523,0.49935308098793,0.654431581497192,0.570834159851074,0.422439604997635,0.483299791812897
Kenya,2010,1448,99.500929578194,4,1.106,-0.911055028438568,-0.581671714782715,-1.16552352905273,-0.136400818824768,-0.953961968421936,-0.218933016061783,1479.19,103723.5234375,109637.828125,42.030676,17.694486618042,,2.16591501235962,98711.9609375,117436.3359375,104803.5390625,109700.8203125,267148.6875,0.00358869112096727,0.341673254966736,0.352736532688141,139905.828125,127154.5,149514.671875,302894.40625,0.648582994937897,1.01607251167297,0.991465747356415,0.611858725547791,0.136393368244171,0.0577919669449329,79.2331517045455,0.370038837194443,0.381663411855698,0.364625155925751,Interpolated,Benchmark,Market-based,Regular,Regular,,62.2222222222222,0.777383148670197,0.170685827732086,0.122445702552795,0.0720408335328102,-0.195114374160767,0.0525588765740395,0.36189204454422,0.442946404218674,0.42176103591919,0.654074668884277,0.564978957176209,0.286342680454254,0.700408637523651
Lao PDR,2010,0,100.373328052735,,1.431,-1.19573104381561,-0.86433333158493,-0.282062977552414,-1.01609683036804,-0.974354088306427,-1.67684030532837,1479.19,25386.90625,27937.341796875,6.249165,3.1165771484375,,1.81095016002655,21721.728515625,28102.35546875,25303.87109375,27206,79174.6015625,0.00151610653847456,0.399251490831375,0.39771431684494,30381.0703125,26226.55859375,31670.076171875,79262.6796875,0.501120865345001,0.979087352752686,0.977804064750671,0.397984206676483,0.177237421274185,0.0572877861559391,8258.77008620336,0.283808588981628,0.289024978876114,0.268817573785782,Interpolated,Benchmark,Market-based,Regular,Regular,,70,0.583947002887726,0.23453015089035,0.214469879865646,0.152188539505005,-0.210521370172501,0.0253858305513859,0.334662228822708,0.30678316950798,0.14534704387188,0.609137952327728,0.613989353179932,0.184394046664238,0.470155715942383
Madagascar,2010,90,98.9167935869099,1,1.188,-0.417824774980545,-0.993760526180267,-0.978338837623596,-0.605530261993408,-0.878425717353821,-0.845434308052063,1479.19,32598.34765625,34949.984375,21.15164,10.3317880630493,,1.64176499843597,30961.4765625,37240.390625,32630.90625,34764.19921875,98318.640625,,,,33844.91015625,32609.91796875,36470.17578125,63742.11328125,,,,,,0.0547955483198166,2089.95,0.280826926231384,0.305928111076355,0.287154942750931,Interpolated,Benchmark,Market-based,Regular,,,67.7777777777778,0.756889641284943,0.180614352226257,0.133724167943001,0.0489623360335827,-0.125585496425629,0.00539495795965195,0.280681431293488,0.429702758789063,0.281650304794312,0.635770261287689,0.583203256130219,0.26271978020668,
Malawi,2010,0,102.076238477594,1,1.03,-0.48874643445015,-0.471515417098999,0.0438957661390305,-0.637416422367096,-0.137619033455849,-0.190968170762062,1479.19,16370.998046875,16858.490234375,14.539612,5.93685579299927,,1.69191586971283,16427.873046875,20498.248046875,16684.8984375,16996.7890625,36953.86328125,,,,15449.849609375,14966.9228515625,17387.283203125,18585.724609375,,,,,,0.066081315279007,150.486655869408,0.451764643192291,0.417123138904572,0.409468948841095,Interpolated,Benchmark,Market-based,Regular,,,78.8888888888889,0.882773637771606,0.23947910964489,0.0837544351816177,0.0922590419650078,-0.228750839829445,-0.0695153176784515,0.452428489923477,0.277311444282532,0.444767624139786,0.679930210113525,0.558904588222504,0.312862485647202,
